method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score
TF-IDF raw inner product,1,Matisyahu,Fire and Heights,reggae,Lauryn Hill,Interlude 5,r&b/soul,379.3383109361796
TF-IDF raw inner product,2,Matisyahu,Fire and Heights,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,370.3650595993255
TF-IDF raw inner product,3,Matisyahu,Fire and Heights,reggae,Savatage,The Hourglass,metal,331.32956998318
TF-IDF raw inner product,1,Matisyahu,Jerusalem,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,308.2866958581811
TF-IDF raw inner product,2,Matisyahu,Jerusalem,reggae,Lauryn Hill,Interlude 5,r&b/soul,307.91036962726685
TF-IDF raw inner product,3,Matisyahu,Jerusalem,reggae,Black Eyed Peas,One Tribe,hip hop,233.16501136430196
TF-IDF raw inner product,1,Matisyahu,Warrior,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,280.2944647522853
TF-IDF raw inner product,2,Matisyahu,Warrior,reggae,Savatage,The Hourglass,metal,202.40216680895023
TF-IDF raw inner product,3,Matisyahu,Warrior,reggae,Lauryn Hill,Interlude 5,r&b/soul,197.2361857820006
TF-IDF raw inner product,1,Sublime,Don't Push,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,570.8619740817198
TF-IDF raw inner product,2,Sublime,Don't Push,reggae,Lauryn Hill,Interlude 5,r&b/soul,466.9042370470876
TF-IDF raw inner product,3,Sublime,Don't Push,reggae,Twista,Overdose (Album Version),hip hop,427.513004614793
TF-IDF raw inner product,1,Sublime,Pawn Shop,reggae,G-Unit,Beg For Mercy,hip hop,158.30565009285039
TF-IDF raw inner product,2,Sublime,Pawn Shop,reggae,Ginuwine,Do You Remember,r&b/soul,142.1657707256545
TF-IDF raw inner product,3,Sublime,Pawn Shop,reggae,EPMD,Knick Knack Patty Wack,hip hop,113.79051884872713
TF-IDF raw inner product,1,Michael Franti & Spearhead,See you in the Light,reggae,Lauryn Hill,Interlude 5,r&b/soul,208.5326922188868
TF-IDF raw inner product,2,Michael Franti & Spearhead,See you in the Light,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,198.0735220372882
TF-IDF raw inner product,3,Michael Franti & Spearhead,See you in the Light,reggae,Technicolour,At The Spot,r&b/soul,195.32529972768606
TF-IDF raw inner product,1,Michael Franti & Spearhead,Sweet Little Lies,reggae,Lauryn Hill,Interlude 5,r&b/soul,234.78142139857232
TF-IDF raw inner product,2,Michael Franti & Spearhead,Sweet Little Lies,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,204.31752489691434
TF-IDF raw inner product,3,Michael Franti & Spearhead,Sweet Little Lies,reggae,Michael Jackson,Man In The Mirror,pop,201.66798861366797
TF-IDF raw inner product,1,McFly,The Way You Make Me Feel,reggae,Lauryn Hill,Interlude 5,r&b/soul,250.42308551171013
TF-IDF raw inner product,2,McFly,The Way You Make Me Feel,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,243.33227125639857
TF-IDF raw inner product,3,McFly,The Way You Make Me Feel,reggae,Young Jeezy,By The Way,hip hop,189.26958078687102
TF-IDF raw inner product,1,Daddy Yankee,Grito Mundial,reggae,Violadores del Verso,Dale tiempo al rumor,hip hop,710.7839927481538
TF-IDF raw inner product,2,Daddy Yankee,Grito Mundial,reggae,Violadores del Verso,La ciudad nunca duerme,hip hop,631.132506613819
TF-IDF raw inner product,3,Daddy Yankee,Grito Mundial,reggae,Cartel De Santa,La Ranfla Del Cartel,hip hop,615.2864577530161
TF-IDF raw inner product,1,tobyMac,Get This Party Started: Ghost Remix,reggae,Lauryn Hill,Interlude 5,r&b/soul,251.87376980285958
TF-IDF raw inner product,2,tobyMac,Get This Party Started: Ghost Remix,reggae,George Clinton,Flashlight,r&b/soul,229.91238616659902
TF-IDF raw inner product,3,tobyMac,Get This Party Started: Ghost Remix,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,226.28864742540085
TF-IDF raw inner product,1,Bob Marley & The Wailers,Africa Unite,reggae,Lauryn Hill,Interlude 5,r&b/soul,160.8816668024107
TF-IDF raw inner product,2,Bob Marley & The Wailers,Africa Unite,reggae,Jah Cure,Sticky,reggae,153.41551038285223
TF-IDF raw inner product,3,Bob Marley & The Wailers,Africa Unite,reggae,Michael Jackson,Man In The Mirror,pop,151.38924698794972
TF-IDF raw inner product,1,Bob Marley & The Wailers,Could You Be Loved,reggae,Lauryn Hill,Interlude 5,r&b/soul,323.88950288834735
TF-IDF raw inner product,2,Bob Marley & The Wailers,Could You Be Loved,reggae,Eminem,8 Mile,hip hop,243.74532903413376
TF-IDF raw inner product,3,Bob Marley & The Wailers,Could You Be Loved,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,241.41217681299997
TF-IDF raw inner product,1,Bob Marley,No Water,reggae,Bob Marley,Rebels Hop,reggae,204.7993059559812
TF-IDF raw inner product,2,Bob Marley,No Water,reggae,R. Kelly,I Mean (I Don't Mean It),r&b/soul,124.85090340581345
TF-IDF raw inner product,3,Bob Marley,No Water,reggae,LL Cool J,Lollipop,hip hop,111.3145014491798
TF-IDF raw inner product,1,Bob Marley & The Wailers,One Love / People Get Ready,reggae,Lauryn Hill,Interlude 5,r&b/soul,236.13157905086564
TF-IDF raw inner product,2,Bob Marley & The Wailers,One Love / People Get Ready,reggae,Yellowcard,Believe,punk,203.34718203514345
TF-IDF raw inner product,3,Bob Marley & The Wailers,One Love / People Get Ready,reggae,OutKast,Hey Ya!,hip hop,175.59438241774845
TF-IDF raw inner product,1,Bob Marley,Try Me,reggae,Lauryn Hill,Interlude 5,r&b/soul,140.2632496316609
TF-IDF raw inner product,2,Bob Marley,Try Me,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,107.14404090675944
TF-IDF raw inner product,3,Bob Marley,Try Me,reggae,Frankie J,Without You,r&b/soul,95.85017999688587
TF-IDF raw inner product,1,Bob Marley & The Wailers,Baby We've Got A Date (Rock It Baby),reggae,Ashanti,Rock Wit U (Awww Baby),r&b/soul,271.21514746916245
TF-IDF raw inner product,2,Bob Marley & The Wailers,Baby We've Got A Date (Rock It Baby),reggae,Ryan Leslie,Just Right,r&b/soul,216.49234802777045
TF-IDF raw inner product,3,Bob Marley & The Wailers,Baby We've Got A Date (Rock It Baby),reggae,Afroman,Let's All Get Drunk,hip hop,211.8125223886665
TF-IDF raw inner product,1,Bob Marley & The Wailers,Johnny Was,reggae,Gyptian,Take My Money,reggae,227.25056339870574
TF-IDF raw inner product,2,Bob Marley & The Wailers,Johnny Was,reggae,Lauryn Hill,Interlude 5,r&b/soul,221.70829361037167
TF-IDF raw inner product,3,Bob Marley & The Wailers,Johnny Was,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,211.46937749168285
TF-IDF raw inner product,1,Bob Marley,Riding High,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,227.97489741978654
TF-IDF raw inner product,2,Bob Marley,Riding High,reggae,Lauryn Hill,Interlude 5,r&b/soul,183.75208308936627
TF-IDF raw inner product,3,Bob Marley,Riding High,reggae,Kurupt,It Ain't About You,hip hop,182.55047309240695
TF-IDF raw inner product,1,Bob Marley,Soul Shakedown,reggae,Vanilla Ice,It's A Party,hip hop,169.40927107823222
TF-IDF raw inner product,2,Bob Marley,Soul Shakedown,reggae,The Cool Kids,Bassment Party,hip hop,149.39404118725577
TF-IDF raw inner product,3,Bob Marley,Soul Shakedown,reggae,Afroman,Let's All Get Drunk,hip hop,148.2912977034503
TF-IDF raw inner product,1,Bob Marley & The Wailers,Trenchtown Rock,reggae,Lauryn Hill,Interlude 5,r&b/soul,294.13148511727644
TF-IDF raw inner product,2,Bob Marley & The Wailers,Trenchtown Rock,reggae,Twista,Overdose (Album Version),hip hop,244.71088255861136
TF-IDF raw inner product,3,Bob Marley & The Wailers,Trenchtown Rock,reggae,Onyx,Slam Harder,hip hop,234.46818083661915
TF-IDF raw inner product,1,Massive Attack,Eternal Feedback (Sly),reggae,Lauryn Hill,Interlude 5,r&b/soul,200.66566736412273
TF-IDF raw inner product,2,Massive Attack,Eternal Feedback (Sly),reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,129.02316153644162
TF-IDF raw inner product,3,Massive Attack,Eternal Feedback (Sly),reggae,Prince,I Love U In Me ( LP Version),r&b/soul,123.07752568804298
TF-IDF raw inner product,1,Bob Marley & The Wailers,Black Progress,reggae,Public Enemy,Fight The Power,hip hop,204.0061119283388
TF-IDF raw inner product,2,Bob Marley & The Wailers,Black Progress,reggae,Big Brovaz,Find A Way,hip hop,196.68361238846862
TF-IDF raw inner product,3,Bob Marley & The Wailers,Black Progress,reggae,Twista,No Remorse (Album Version),hip hop,177.05885340478144
TF-IDF raw inner product,1,Bob Marley & The Wailers,Reggae On Broadway,reggae,The Isley Brothers,Touch Me,blues,173.94010080727455
TF-IDF raw inner product,2,Bob Marley & The Wailers,Reggae On Broadway,reggae,Marques Houston,Naked,r&b/soul,154.37805379632323
TF-IDF raw inner product,3,Bob Marley & The Wailers,Reggae On Broadway,reggae,Lauryn Hill,Interlude 5,r&b/soul,153.65533759957665
TF-IDF raw inner product,1,Bob Marley,Rebels Hop,reggae,Bob Marley,No Water,reggae,204.7993059559812
TF-IDF raw inner product,2,Bob Marley,Rebels Hop,reggae,R. Kelly,I Mean (I Don't Mean It),r&b/soul,124.85090340581345
TF-IDF raw inner product,3,Bob Marley,Rebels Hop,reggae,Lauryn Hill,Interlude 5,r&b/soul,122.59489261422604
TF-IDF raw inner product,1,Bob Marley,Stop The Train,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,188.44046802813463
TF-IDF raw inner product,2,Bob Marley,Stop The Train,reggae,Lauryn Hill,Interlude 5,r&b/soul,160.11688836106578
TF-IDF raw inner product,3,Bob Marley,Stop The Train,reggae,Mobb Deep,Trife Life,hip hop,157.00893694521454
TF-IDF raw inner product,1,Bob Marley & The Wailers,This Train,reggae,Gerry Rafferty,City To City,folk,143.0849020035077
TF-IDF raw inner product,2,Bob Marley & The Wailers,This Train,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,125.50741823998298
TF-IDF raw inner product,3,Bob Marley & The Wailers,This Train,reggae,Cat Stevens,Peace Train,folk,123.67312763516767
TF-IDF raw inner product,1,N-Dubz,Defeat You,reggae,N-Dubz,Feva Las Vegas,reggae,554.842895509812
TF-IDF raw inner product,2,N-Dubz,Defeat You,reggae,Young Jeezy,Still On It,hip hop,480.6859926958758
TF-IDF raw inner product,3,N-Dubz,Defeat You,reggae,Fabrizio De Andrè,Sinan Capudan Pascià,folk,414.71148698032033
TF-IDF raw inner product,1,N-Dubz,Don't Get Nine,reggae,Lauryn Hill,Interlude 5,r&b/soul,477.21476325487964
TF-IDF raw inner product,2,N-Dubz,Don't Get Nine,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,397.08733537402134
TF-IDF raw inner product,3,N-Dubz,Don't Get Nine,reggae,Eminem,8 Mile,hip hop,345.64453859174694
TF-IDF raw inner product,1,N-Dubz,Feva Las Vegas,reggae,Lauryn Hill,Interlude 5,r&b/soul,559.100989944484
TF-IDF raw inner product,2,N-Dubz,Feva Las Vegas,reggae,N-Dubz,Defeat You,reggae,554.842895509812
TF-IDF raw inner product,3,N-Dubz,Feva Las Vegas,reggae,Young Jeezy,Still On It,hip hop,513.7354972171232
TF-IDF raw inner product,1,N-Dubz,Secrets,reggae,Lauryn Hill,Interlude 5,r&b/soul,502.1481159322982
TF-IDF raw inner product,2,N-Dubz,Secrets,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,443.9962909802845
TF-IDF raw inner product,3,N-Dubz,Secrets,reggae,Eminem,8 Mile,hip hop,364.02583198662154
TF-IDF raw inner product,1,N-Dubz,Work Work,reggae,Lauryn Hill,Interlude 5,r&b/soul,545.1998300722199
TF-IDF raw inner product,2,N-Dubz,Work Work,reggae,Vanilla Ice,Ice Is Workin' It,hip hop,403.6963404081788
TF-IDF raw inner product,3,N-Dubz,Work Work,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,397.5035457812679
TF-IDF raw inner product,1,Dropkick Murphys,Good Rats (Live),reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,217.8072512747864
TF-IDF raw inner product,2,Dropkick Murphys,Good Rats (Live),reggae,Lauryn Hill,Interlude 5,r&b/soul,205.2427306223572
TF-IDF raw inner product,3,Dropkick Murphys,Good Rats (Live),reggae,Snoop Dogg,Snoopafella (Edited),hip hop,196.977866301114
TF-IDF raw inner product,1,Tito El Bambino,Sol_ Playa Y Arena,reggae,Violadores del Verso,Dale tiempo al rumor,hip hop,527.3817911252643
TF-IDF raw inner product,2,Tito El Bambino,Sol_ Playa Y Arena,reggae,Violadores del Verso,Cantando,hip hop,491.052816446029
TF-IDF raw inner product,3,Tito El Bambino,Sol_ Playa Y Arena,reggae,Violadores del Verso,La ciudad nunca duerme,hip hop,474.0229956910574
TF-IDF raw inner product,1,UB40,I Don't Want To See You Cry,reggae,Tech N9ne,One Good Time,hip hop,200.1361094886025
TF-IDF raw inner product,2,UB40,I Don't Want To See You Cry,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,198.1219735716517
TF-IDF raw inner product,3,UB40,I Don't Want To See You Cry,reggae,Lauryn Hill,Interlude 5,r&b/soul,167.9066378975428
TF-IDF raw inner product,1,UB40,Come Back Darling,reggae,Eminem,My Darling,hip hop,182.22274598018186
TF-IDF raw inner product,2,UB40,Come Back Darling,reggae,Keri Noble,Piece Of My Heart,jazz,136.28218366141817
TF-IDF raw inner product,3,UB40,Come Back Darling,reggae,Dionne Warwick,This Empty Place,r&b/soul,126.0198863772553
TF-IDF raw inner product,1,UB40,Here I Am (Come And Take Me),reggae,Lauryn Hill,Interlude 5,r&b/soul,194.7211486229674
TF-IDF raw inner product,2,UB40,Here I Am (Come And Take Me),reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,183.5268865288602
TF-IDF raw inner product,3,UB40,Here I Am (Come And Take Me),reggae,Danity Kane,Hold Me Down (Album Version),r&b/soul,170.5456537707462
TF-IDF raw inner product,1,UB40,Light My Fire,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,140.25476193103606
TF-IDF raw inner product,2,UB40,Light My Fire,reggae,Thousand Foot Krutch,Set It Off,hip hop,125.71378939664868
TF-IDF raw inner product,3,UB40,Light My Fire,reggae,Anastacia,Club Megamix,rock,119.48027610319457
TF-IDF raw inner product,1,Coldplay,Til Kingdom Come,rock,Lauryn Hill,Interlude 5,r&b/soul,211.94465623097366
TF-IDF raw inner product,2,Coldplay,Til Kingdom Come,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,153.7747806104696
TF-IDF raw inner product,3,Coldplay,Til Kingdom Come,rock,Eric B. & Rakim,I Know You Got Soul,hip hop,151.9469941663279
TF-IDF raw inner product,1,Bruce Springsteen,Brothers Under The Bridges ('83),rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,291.49915554773094
TF-IDF raw inner product,2,Bruce Springsteen,Brothers Under The Bridges ('83),rock,Snoop Dogg,Snoopafella (Edited),hip hop,253.5806504423578
TF-IDF raw inner product,3,Bruce Springsteen,Brothers Under The Bridges ('83),rock,Lauryn Hill,Interlude 5,r&b/soul,228.10960562346847
TF-IDF raw inner product,1,Bruce Springsteen,The Big Payback,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,211.23711852180935
TF-IDF raw inner product,2,Bruce Springsteen,The Big Payback,rock,Lauryn Hill,Interlude 5,r&b/soul,184.39767452744385
TF-IDF raw inner product,3,Bruce Springsteen,The Big Payback,rock,Twista,Overdose (Album Version),hip hop,174.42818306878928
TF-IDF raw inner product,1,Bruce Springsteen,The Ties That Bind,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,171.6754043162
TF-IDF raw inner product,2,Bruce Springsteen,The Ties That Bind,rock,Lauryn Hill,Interlude 5,r&b/soul,160.81109765324553
TF-IDF raw inner product,3,Bruce Springsteen,The Ties That Bind,rock,DMX,Keep Your Shit The Hardest,hip hop,146.7499938519748
TF-IDF raw inner product,1,The Killers,Sam's Town,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,346.99305117853675
TF-IDF raw inner product,2,The Killers,Sam's Town,rock,Lauryn Hill,Interlude 5,r&b/soul,244.50318121265198
TF-IDF raw inner product,3,The Killers,Sam's Town,rock,Eminem,My Darling,hip hop,218.3758250521759
TF-IDF raw inner product,1,Muse,Pink Ego Box,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,102.4101157685192
TF-IDF raw inner product,2,Muse,Pink Ego Box,rock,Aaron Carter,That's How I Beat Shaq,pop,94.54485739345975
TF-IDF raw inner product,3,Muse,Pink Ego Box,rock,Lauryn Hill,Interlude 5,r&b/soul,88.76150463766542
TF-IDF raw inner product,1,OneRepublic,Secrets,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,271.0653632873345
TF-IDF raw inner product,2,OneRepublic,Secrets,rock,Lauryn Hill,Interlude 5,r&b/soul,254.6676783877678
TF-IDF raw inner product,3,OneRepublic,Secrets,rock,Eminem,8 Mile,hip hop,230.83041311739836
TF-IDF raw inner product,1,Bon Jovi,Come Back,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,201.5426151824211
TF-IDF raw inner product,2,Bon Jovi,Come Back,rock,Lauryn Hill,Interlude 5,r&b/soul,175.29892870459494
TF-IDF raw inner product,3,Bon Jovi,Come Back,rock,Eminem,My Darling,hip hop,170.29327336124425
TF-IDF raw inner product,1,The Rolling Stones,Time Is On My Side,rock,Lauryn Hill,Interlude 5,r&b/soul,214.6208393311095
TF-IDF raw inner product,2,The Rolling Stones,Time Is On My Side,rock,Matisyahu,Close My Eyes,reggae,168.65677196373127
TF-IDF raw inner product,3,The Rolling Stones,Time Is On My Side,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,165.67780179929264
TF-IDF raw inner product,1,The Rolling Stones,Fight (1994 Digital Remaster),rock,Public Enemy,Fight The Power,hip hop,196.20071875185616
TF-IDF raw inner product,2,The Rolling Stones,Fight (1994 Digital Remaster),rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,194.5416732548719
TF-IDF raw inner product,3,The Rolling Stones,Fight (1994 Digital Remaster),rock,Eminem,8 Mile,hip hop,180.49878615497374
TF-IDF raw inner product,1,Bon Jovi,This Ain't A Love Song,rock,Lauryn Hill,Interlude 5,r&b/soul,288.4863481339311
TF-IDF raw inner product,2,Bon Jovi,This Ain't A Love Song,rock,Tech N9ne,One Good Time,hip hop,226.69557573769484
TF-IDF raw inner product,3,Bon Jovi,This Ain't A Love Song,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,221.04041914268106
TF-IDF raw inner product,1,Bon Jovi,Superman Tonight,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,217.96399879387747
TF-IDF raw inner product,2,Bon Jovi,Superman Tonight,rock,Lauryn Hill,Interlude 5,r&b/soul,211.7983066816239
TF-IDF raw inner product,3,Bon Jovi,Superman Tonight,rock,Eminem,8 Mile,hip hop,205.6497376055973
TF-IDF raw inner product,1,Guns N' Roses,Bad Obsession,rock,Lauryn Hill,Interlude 5,r&b/soul,220.30824589571276
TF-IDF raw inner product,2,Guns N' Roses,Bad Obsession,rock,Twista,Overdose (Album Version),hip hop,219.52012204574984
TF-IDF raw inner product,3,Guns N' Roses,Bad Obsession,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,206.9533764704095
TF-IDF raw inner product,1,Elvis Presley,Anything That's Part Of You,rock,Lauryn Hill,Interlude 5,r&b/soul,116.1694125063013
TF-IDF raw inner product,2,Elvis Presley,Anything That's Part Of You,rock,N-Dubz,Work Work,reggae,83.89587812150121
TF-IDF raw inner product,3,Elvis Presley,Anything That's Part Of You,rock,Atmosphere,Hair,hip hop,82.22789580015245
TF-IDF raw inner product,1,Flyleaf,So I Thought,rock,Lauryn Hill,Interlude 5,r&b/soul,297.1820211326169
TF-IDF raw inner product,2,Flyleaf,So I Thought,rock,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,283.87411716621716
TF-IDF raw inner product,3,Flyleaf,So I Thought,rock,KRS-One,The Truth,hip hop,193.49081524605572
TF-IDF raw inner product,1,The Smashing Pumpkins,You're All I've Got Tonight,rock,Lloyd Cole,I Didn't Know That You Cared,electronic,102.44242251896485
TF-IDF raw inner product,2,The Smashing Pumpkins,You're All I've Got Tonight,rock,Afroman,Let's All Get Drunk,hip hop,100.66777959591333
